CustomerID,count,min,max,mean,sum,categ_0,categ_1,categ_2,categ_3,categ_4,min_recency,max_recency,cluster
13040,2,303.25,373.74,338.495,676.99,188.01000000000002,60.959999999999994,178.12,181.9,68.0,8,33,1
13043,1,471.57,471.57,471.57,471.57,78.9,69.12,120.0,60.8,142.75,273,273,3
13044,1,560.47,560.47,560.47,560.47,12.600000000000001,189.72,70.19999999999999,30.0,257.95,291,291,3
13045,1,305.28000000000003,305.28000000000003,305.28000000000003,305.28000000000003,164.24,38.94,102.1,0.0,0.0,99,99,1
13046,2,197.72,431.59,314.655,629.31,82.61000000000001,37.56,166.94,96.9,245.3,30,266,5
13047,9,17.85,529.68,343.9777777777778,3095.8,530.6400000000001,277.18,478.8299999999999,921.0,888.15,56,373,5
13048,4,405.13,477.61,447.3525,1789.41,673.29,390.37,497.1,203.15,25.5,14,327,5
13049,2,153.78,502.90000000000003,328.34000000000003,656.6800000000001,396.6,10.08,41.4,66.9,141.7,64,318,5
13050,17,264.5,585.17,334.3035294117647,5683.16,1114.16,703.66,2005.9099999999999,853.38,1006.05,14,366,0
13052,1,348.15000000000003,348.15000000000003,348.15000000000003,348.15000000000003,89.85000000000001,77.3,83.6,0.0,97.4,212,212,3
13055,3,69.64999999999999,787.45,400.65333333333336,1201.96,170.15,275.28,456.28,145.20000000000002,155.05,78,213,5
13058,3,47.550000000000004,133.7,90.46666666666665,271.4,0.0,0.0,0.0,163.35,108.05000000000001,24,151,1
13059,1,183.4,183.4,183.4,183.4,61.95000000000001,0.0,0.0,23.7,97.75,249,249,3
13060,1,307.53,307.53,307.53,307.53,113.4,10.2,72.47999999999999,30.0,81.45,253,253,3
13061,1,248.61,248.61,248.61,248.61,25.200000000000003,40.559999999999995,33.0,49.800000000000004,100.05,72,72,1
13062,1,346.98,346.98,346.98,346.98,12.600000000000001,60.48,39.599999999999994,0.0,234.3,191,191,3
13064,4,183.08,455.95,276.39750000000004,1105.5900000000001,408.0,97.19,115.14999999999999,163.2,322.04999999999995,12,327,5
13065,1,205.86,205.86,205.86,205.86,58.800000000000004,5.04,30.919999999999998,43.650000000000006,67.45,373,373,3
13066,2,151.81,279.09000000000003,215.45000000000002,430.90000000000003,51.00000000000001,102.15,70.44999999999999,110.75,96.55000000000001,24,32,1
13067,1,115.46000000000001,115.46000000000001,115.46000000000001,115.46000000000001,24.32,0.0,4.949999999999999,62.34,23.85,82,82,1
13068,2,165.0,179.0,172.0,344.0,344.0,0.0,0.0,0.0,0.0,10,319,5
13069,23,1.9,476.76000000000005,174.07913043478263,4003.82,856.77,1246.48,1131.59,224.38,546.25,0,369,0
13070,1,228.8,228.8,228.8,228.8,228.8,0.0,0.0,0.0,0.0,192,192,3
13072,1,177.15,177.15,177.15,177.15,53.10000000000001,0.0,49.8,44.550000000000004,29.700000000000003,266,266,3
13075,1,919.61,919.61,919.61,919.61,442.56,0.0,417.2,59.85,0.0,129,129,7
13077,4,9.6,313.72,182.005,728.02,121.35000000000001,177.73,123.53,249.21,56.2,1,366,5
13078,26,100.8,846.45,478.2396153846154,12434.23,2217.7200000000003,1097.04,1450.05,3885.62,3783.8,3,366,0
13079,5,17.700000000000003,112.9,44.02,220.10000000000002,0.0,0.0,0.0,35.400000000000006,184.7,4,140,1
13080,1,58.08,58.08,58.08,58.08,0.0,40.68,17.4,0.0,0.0,179,179,3
13081,11,11.6,7228.59,2552.3054545454547,28075.36,6582.3,4939.27,7928.19,4491.6,4134.0,11,371,2
13082,9,34.0,1278.1,399.49777777777774,3595.4799999999996,216.9,1766.06,447.21000000000004,650.5600000000001,514.75,126,338,5
13083,2,111.36,192.39,151.875,303.75,24.96,44.04,64.8,102.0,67.95,4,75,1
13085,2,134.4,137.98000000000002,136.19,272.38,30.180000000000003,10.2,75.0,29.700000000000003,127.30000000000001,157,295,3
13089,96,17.4,3705.48,598.6879166666666,57474.04,11750.77,5793.66,17834.92,10067.99,12026.7,2,369,2
13090,14,15.0,1833.69,622.7921428571428,8719.09,322.0,170.97,896.19,1638.8999999999999,5691.03,8,372,0
13091,1,319.82,319.82,319.82,319.82,0.0,124.3,177.82,17.700000000000003,0.0,28,28,1
13092,5,38.08,185.45,91.966,459.83,58.5,17.68,35.4,65.10000000000001,283.15000000000003,70,359,5
13093,8,293.55,1824.96,974.6975,7797.58,1808.75,686.9000000000001,1589.78,734.4000000000001,2977.75,275,373,3
13094,11,73.14,228.96000000000004,156.21818181818182,1718.4,53.1,0.0,1665.3000000000002,0.0,0.0,21,368,5
13095,1,74.39999999999999,74.39999999999999,74.39999999999999,74.39999999999999,0.0,42.0,32.4,0.0,0.0,70,70,1
13097,10,304.90000000000003,878.02,591.292,5912.92,908.24,421.14,696.7199999999999,1540.95,2345.87,32,360,5
13098,28,96.3,2478.9900000000002,1027.1967857142856,28761.51,10484.26,2895.56,6135.63,1723.8600000000001,7522.200000000001,1,317,0
13099,1,207.35999999999999,207.35999999999999,207.35999999999999,207.35999999999999,0.0,207.35999999999999,0.0,0.0,0.0,99,99,1
13101,1,101.19,101.19,101.19,101.19,28.15,41.34,9.899999999999999,11.850000000000001,9.95,234,234,3
13102,24,8.5,413.96,264.25791666666663,6342.19,1199.3400000000001,845.8399999999999,2763.46,661.95,871.5999999999999,1,365,0
13103,1,243.94,243.94,243.94,243.94,0.0,11.399999999999999,88.84,0.0,143.7,39,39,1
13104,6,101.76,339.48,183.08,1098.48,131.4,10.08,372.0,585.0,0.0,3,354,5
13106,1,59.5,59.5,59.5,59.5,0.0,0.0,0.0,59.5,0.0,133,133,1
13107,4,124.2,559.29,381.0175,1524.07,347.86,420.06,384.0,161.14999999999998,211.0,44,333,5
13108,1,350.06,350.06,350.06,350.06,0.0,148.46,99.6,0.0,102.0,372,372,3
13109,2,364.9,404.89,384.895,769.79,130.4,109.8,239.83999999999997,215.7,74.05,59,157,1
13110,7,7.040000000000001,302.71000000000004,208.12428571428572,1456.8700000000001,431.6000000000001,22.97,85.3,303.05,613.95,31,311,5
13113,24,2.55,1514.8,453.53249999999997,10884.779999999999,1829.11,178.82,645.86,2813.69,5417.3,0,366,0
13115,4,15.6,863.42,556.295,2225.18,250.25000000000003,368.53,1016.05,384.6,205.75,11,184,5
13116,1,485.19,485.19,485.19,485.19,35.400000000000006,74.42,108.11999999999999,19.8,247.45,138,138,1
13117,8,65.28,202.12,123.11375,984.91,93.60000000000001,229.67999999999998,359.48,168.8,133.35,21,372,5
13118,5,19.799999999999997,423.55,227.68200000000002,1138.41,105.31,2.34,308.78,375.15000000000003,346.83,19,288,5
13120,1,30.599999999999998,30.599999999999998,30.599999999999998,30.599999999999998,30.599999999999998,0.0,0.0,0.0,0.0,238,238,3
13121,1,254.73,254.73,254.73,254.73,42.95,95.14999999999999,91.67999999999999,16.7,8.25,269,269,3
13122,2,18.72,903.67,461.195,922.39,257.1,158.76,309.38,32.7,164.45,94,240,5
13124,3,1239.86,1260.15,1252.11,3756.33,458.11,721.06,1193.11,591.5,792.55,89,359,7
13126,8,19.799999999999997,369.44,257.03625,2056.29,460.62,434.84,491.28,296.2,373.35,4,366,5
13127,1,259.17,259.17,259.17,259.17,94.92,27.2,59.8,44.550000000000004,32.7,77,77,1
13130,1,64.0,64.0,64.0,64.0,0.0,0.0,25.0,39.0,0.0,94,94,1
13131,3,301.1,413.3,346.43333333333334,1039.3,297.6,50.2,269.8,63.2,358.5,23,187,1
13132,1,77.3,77.3,77.3,77.3,15.299999999999999,0.0,0.0,45.0,17.0,261,261,3
13133,2,52.35,57.45,54.900000000000006,109.80000000000001,0.0,12.600000000000001,15.0,52.35,29.849999999999998,273,304,3
13134,4,25.5,890.84,435.1575,1740.63,353.45000000000005,249.64,494.44,277.8,365.3,85,240,5
13135,1,3096.0,3096.0,3096.0,3096.0,0.0,3096.0,0.0,0.0,0.0,196,196,6
13136,5,119.18,919.75,513.426,2567.13,606.33,224.89999999999998,740.75,574.45,420.70000000000005,56,212,5
13137,8,206.63,682.17,450.41125,3603.29,977.8000000000001,456.55,1261.74,694.7,212.5,10,308,5
13138,6,102.6,198.44,160.39833333333334,962.39,113.4,83.19999999999999,276.34,362.55,126.9,22,372,5
13139,7,353.52,1873.62,722.2557142857142,5055.79,1902.56,346.96,1011.67,643.2,1151.4,16,259,5
13140,3,114.06,158.26,140.82333333333335,422.47,129.41,17.45,110.16,67.85000000000001,97.6,108,366,5
13141,5,215.51999999999998,987.72,477.16,2385.8,795.5500000000001,362.26,704.4399999999999,273.05,250.5,84,315,5
13142,1,307.09,307.09,307.09,307.09,99.67,71.82,39.0,21.15,75.45,19,19,1
13144,1,110.95,110.95,110.95,110.95,47.2,0.0,0.0,0.0,63.75,332,332,3
13145,4,82.17,295.0,153.6925,614.77,0.0,25.919999999999998,11.25,45.0,532.6,39,372,5
13146,1,228.91,228.91,228.91,228.91,48.35,32.46,29.6,118.5,0.0,26,26,1
13147,4,118.80000000000001,237.60000000000002,178.20000000000002,712.8000000000001,0.0,0.0,0.0,0.0,712.8000000000001,10,99,1
13148,12,14.850000000000001,677.09,291.3225,3495.87,604.75,428.83,951.59,583.25,927.45,29,364,5
13149,4,249.72,543.4399999999999,419.015,1676.06,207.92000000000002,286.1,575.3399999999999,271.5,335.2,14,289,5
13151,1,1250.3700000000001,1250.3700000000001,1250.3700000000001,1250.3700000000001,299.67,45.05,117.7,274.85,513.1,295,295,7
13153,1,486.22,486.22,486.22,486.22,132.22,45.24,63.96,150.4,94.4,5,5,1
13155,4,89.25999999999999,379.7,242.94,971.76,175.05,72.32,309.39,243.75,171.25,33,368,5
13157,4,197.82,868.02,430.3925,1721.57,195.08,315.53999999999996,912.5500000000001,217.9,80.5,49,298,5
13158,4,256.40999999999997,332.89,300.265,1201.06,263.28000000000003,162.12,550.06,212.1,13.5,94,318,5
13159,4,282.56,457.31,342.8125,1371.25,171.77,365.90999999999997,311.52,258.2,263.85,8,115,1
13160,1,91.8,91.8,91.8,91.8,0.0,0.0,75.89999999999999,0.0,15.9,22,22,1
13161,1,112.75,112.75,112.75,112.75,56.6,1.25,0.0,0.0,54.9,313,313,3
13162,4,3.75,709.96,411.24750000000006,1644.9900000000002,211.7,358.12,768.8199999999999,162.60000000000002,143.75,122,334,5
13165,2,354.64,666.84,510.74,1021.48,202.2,228.56,567.3199999999999,23.4,0.0,46,351,5
13166,1,414.7,414.7,414.7,414.7,29.500000000000004,58.05,167.5,92.05000000000001,67.6,283,283,3
13167,4,131.66,242.91,197.83249999999998,791.3299999999999,111.28999999999999,248.59,114.44999999999999,68.65,248.35,18,143,1
13168,4,131.43,616.38,322.885,1291.54,462.52000000000004,163.1,210.17,209.8,245.95,36,318,5
13169,2,207.68,505.2,356.44,712.88,0.0,75.28,122.39999999999999,209.20000000000002,306.0,63,252,5
13170,1,108.81,108.81,108.81,108.81,15.7,49.68,24.23,7.5,11.7,26,26,1
13171,3,132.54,174.72,149.20333333333335,447.61,17.700000000000003,45.209999999999994,117.44999999999999,68.45,198.8,21,299,5
13173,2,165.94,187.71,176.825,353.65,60.400000000000006,75.33,50.82000000000001,92.80000000000001,74.3,4,367,5
13174,3,665.0,1369.06,914.2733333333332,2742.8199999999997,609.09,369.58,457.34999999999997,445.1,861.7,16,369,5
13176,1,481.49,481.49,481.49,481.49,75.8,169.9,54.94,88.7,92.15,46,46,1
13177,1,282.45,282.45,282.45,282.45,78.30000000000001,0.0,36.9,129.6,37.650000000000006,64,64,1
13178,11,262.26,795.8000000000001,520.4972727272727,5725.47,1968.1100000000001,441.46,2672.3,405.20000000000005,238.4,26,360,5
13182,1,121.18,121.18,121.18,121.18,15.0,76.18,30.0,0.0,0.0,45,45,1
13183,9,211.96,690.6000000000001,439.75333333333333,3957.78,2888.4600000000005,56.46,777.41,13.8,221.65,7,334,5
13184,10,8.29,305.02,161.645,1616.45,438.69,541.4100000000001,368.25,143.05,125.05000000000001,14,290,5
13185,1,71.4,71.4,71.4,71.4,0.0,0.0,0.0,0.0,71.4,267,267,3
13186,3,273.95,967.2900000000001,518.2800000000001,1554.8400000000001,631.1100000000001,43.44,346.84,297.0,236.45000000000002,39,128,1
13187,1,236.02,236.02,236.02,236.02,40.75,11.049999999999999,56.269999999999996,15.4,112.55,337,337,3
13188,1,114.60000000000001,114.60000000000001,114.60000000000001,114.60000000000001,0.0,0.0,0.0,99.60000000000001,15.0,11,11,1
13189,2,127.0,133.68,130.34,260.68,0.0,200.68,60.0,0.0,0.0,18,115,1
13192,2,447.62,464.32,455.97,911.94,185.57999999999998,136.62,298.54,90.75,200.45,95,205,1
13193,1,112.08,112.08,112.08,112.08,0.0,12.1,29.9,31.88,38.2,61,61,1
13194,1,60.7,60.7,60.7,60.7,17.700000000000003,0.0,9.0,34.0,0.0,135,135,1
13196,4,58.4,1074.82,449.445,1797.78,427.98,251.51999999999998,600.38,371.65000000000003,146.25,11,262,5
13198,6,373.6,898.76,564.34,3386.04,952.4000000000001,735.84,1084.84,387.6,225.36,10,361,5
13199,38,15.0,1826.8799999999999,257.99894736842106,9803.96,1746.1399999999999,1629.7800000000002,2659.5,1247.44,2521.1,3,366,0
13200,4,100.2,319.32,217.5225,870.09,183.78000000000003,103.14,195.72,214.60000000000002,172.85,19,126,1
13203,4,144.15,396.38,217.365,869.46,148.62,231.07999999999998,314.56,125.3,49.900000000000006,9,242,5
13207,2,52.739999999999995,197.52000000000004,125.13000000000002,250.26000000000005,70.80000000000001,46.559999999999995,26.099999999999998,35.400000000000006,71.4,15,150,1
13208,6,6.4799999999999995,364.35,199.9416666666667,1199.65,199.33,231.12,409.96999999999997,176.15,183.08,58,309,5
13209,8,85.92,1888.99,727.52,5820.16,1422.68,1081.36,1844.77,911.8000000000001,583.15,30,361,0
13210,1,353.48,353.48,353.48,353.48,17.700000000000003,127.28,144.0,64.5,0.0,93,93,1
13211,3,110.7,673.94,365.14000000000004,1095.42,612.0,268.07,86.10000000000001,69.30000000000001,59.95,10,361,5
13212,3,75.25,487.86,259.7766666666667,779.33,64.44,44.25,144.54999999999998,166.59,359.5,19,61,1
13213,5,94.80000000000001,556.7,303.68600000000004,1518.43,246.60000000000002,375.51,449.22,249.3,197.8,56,199,5
13216,1,333.74,333.74,333.74,333.74,195.5,138.24,0.0,0.0,0.0,267,267,3
13217,2,52.02,81.6,66.81,133.62,52.02,81.6,0.0,0.0,0.0,122,156,1
13218,1,62.63999999999999,62.63999999999999,62.63999999999999,62.63999999999999,0.0,12.84,49.8,0.0,0.0,127,127,1
13220,4,83.4,476.29,204.8225,819.29,50.14,33.2,0.0,49.5,686.45,78,236,5
13221,2,349.25,498.16,423.70500000000004,847.4100000000001,97.20000000000002,26.999999999999996,57.26,306.2,359.75,240,359,3
13223,2,62.4,100.80000000000001,81.60000000000001,163.20000000000002,100.80000000000001,0.0,47.4,15.0,0.0,200,232,3
13224,2,943.69,1207.16,1075.4250000000002,2150.8500000000004,402.01,265.53,652.95,127.06,703.3000000000001,60,151,7
13225,7,460.74,1363.2000000000003,884.3057142857143,6190.14,4044.84,0.0,264.0,187.2,1694.1000000000001,3,361,5
13226,1,108.21000000000001,108.21000000000001,108.21000000000001,108.21000000000001,36.55,26.06,22.9,0.0,22.7,273,273,3
13227,1,257.7,257.7,257.7,257.7,190.2,0.0,0.0,0.0,67.5,201,201,3
13228,1,358.0,358.0,358.0,358.0,358.0,0.0,0.0,0.0,0.0,81,81,1
13229,1,160.95,160.95,160.95,160.95,17.700000000000003,0.0,56.25,34.35,52.65,225,225,3
13230,14,5.04,390.71,193.7192857142857,2712.0699999999997,512.51,375.38,663.02,399.72,761.44,4,365,5
13232,7,117.43,305.76,189.7642857142857,1328.35,315.22,189.29000000000002,172.29,237.15,414.4,12,243,5
13233,2,300.88,304.24,302.56,605.12,88.6,294.03999999999996,160.07999999999998,15.6,46.8,74,336,5
13235,1,1031.07,1031.07,1031.07,1031.07,324.57,99.3,129.95,392.35,84.9,212,212,7
13236,2,305.62,421.65,363.635,727.27,70.74000000000001,129.48,222.9,175.60000000000002,128.55,24,106,1
13238,4,91.15,257.98,170.2075,680.83,570.1800000000001,0.0,15.0,0.0,95.65,17,360,5
13239,1,329.56,329.56,329.56,329.56,51.6,74.58,143.98,59.400000000000006,0.0,261,261,3
13240,4,110.04,224.07,165.9125,663.65,154.15,41.699999999999996,134.54999999999998,206.5,126.75,96,365,5
13242,3,41.6,166.4,90.13333333333333,270.4,270.4,0.0,0.0,0.0,0.0,112,213,5
13243,1,585.12,585.12,585.12,585.12,141.71,26.32,117.89,184.20000000000002,115.0,203,203,3
13244,1,121.74000000000001,121.74000000000001,121.74000000000001,121.74000000000001,28.64,3.6500000000000004,16.1,28.55,44.8,92,92,1
13245,1,430.5,430.5,430.5,430.5,33.6,20.4,57.3,80.10000000000001,239.1,50,50,1
13246,6,123.01,504.88,316.05333333333334,1896.32,484.79999999999995,661.3199999999999,625.3,31.55,93.35,18,330,5
13247,4,44.550000000000004,305.07,125.28,501.12,77.22,117.0,138.6,138.60000000000002,29.700000000000003,17,82,1
13248,2,78.21000000000001,387.46999999999997,232.83999999999997,465.67999999999995,151.3,79.38,116.39999999999999,105.85000000000001,12.75,124,189,1
13249,3,127.73,291.84000000000003,237.13666666666668,711.4100000000001,21.330000000000002,28.65,592.6300000000001,17.05,51.75,92,261,5
13253,2,476.48,553.92,515.2,1030.4,94.19999999999999,390.96000000000004,317.64,164.4,63.199999999999996,156,339,3
13255,2,164.96,225.7,195.32999999999998,390.65999999999997,69.21000000000001,15.600000000000001,128.4,66.4,111.05,9,373,5
13258,3,103.6,370.36,224.27666666666667,672.83,209.09,11.04,209.39999999999998,86.85,156.45,11,205,5
13259,1,283.18,283.18,283.18,283.18,88.92,21.23,42.08,65.25,65.7,61,61,1
13260,1,557.62,557.62,557.62,557.62,127.02,0.0,69.6,62.400000000000006,298.6,61,61,1
13261,2,99.0,845.1,472.05,944.1,102.0,0.0,69.6,198.0,574.5,268,285,3
13262,1,200.29,200.29,200.29,200.29,30.300000000000004,24.119999999999997,60.019999999999996,0.0,85.85,263,263,3
13263,35,7.800000000000001,499.49,212.48371428571429,7436.93,2395.56,945.61,1876.85,1264.34,954.57,1,325,0
13265,5,305.36,817.44,418.53200000000004,2092.6600000000003,118.08000000000001,343.64,1167.3799999999999,186.86,276.7,53,273,5
13266,12,268.96,382.34000000000003,313.5883333333333,3763.06,658.66,1546.22,1098.93,292.8,166.45000000000002,11,256,5
13267,19,9.959999999999999,378.28000000000003,232.5442105263158,4418.34,817.1100000000001,203.64,1281.24,943.8,1172.55,2,366,0
13268,11,8.2,640.03,285.08181818181816,3135.9,462.38,1037.2,1309.7,139.78,186.84,17,267,5
13269,15,55.6,701.65,354.3086666666667,5314.63,1725.37,854.2099999999999,998.53,1003.57,732.95,1,369,0
13270,1,590.0,590.0,590.0,590.0,0.0,0.0,0.0,590.0,0.0,366,366,3
13271,1,192.77,192.77,192.77,192.77,58.730000000000004,61.19,39.6,22.35,10.9,37,37,1
13272,2,135.6,140.96,138.28,276.56,35.400000000000006,0.0,34.56,122.2,84.4,31,89,1
13273,1,138.98,138.98,138.98,138.98,24.9,52.03,37.15,24.900000000000002,0.0,113,113,1
13276,2,137.38,453.55,295.46500000000003,590.9300000000001,86.28000000000002,0.0,66.44999999999999,166.65,271.55,63,99,1
13277,4,49.5,83.0,64.6,258.4,0.0,0.0,258.4,0.0,0.0,15,133,1
13278,1,542.73,542.73,542.73,542.73,121.47999999999999,186.15,186.1,10.25,38.75,40,40,1
13279,1,126.30000000000001,126.30000000000001,126.30000000000001,126.30000000000001,47.75,24.2,0.0,54.35,0.0,78,78,1
13280,3,115.5,392.01,266.15333333333336,798.46,149.25,124.41,287.5,169.85000000000002,67.44999999999999,122,337,5
13282,3,301.65,428.40000000000003,363.03000000000003,1089.0900000000001,183.13,20.46,79.2,374.1,432.20000000000005,18,220,5
13283,2,25.5,68.16,46.83,93.66,55.1,38.56,0.0,0.0,0.0,59,185,1
13284,1,196.15,196.15,196.15,196.15,30.599999999999998,13.200000000000001,44.7,37.35,70.3,330,330,3
13285,4,506.38,796.83,677.28,2709.12,701.51,540.76,1042.6,188.95,235.3,23,290,5
13291,1,361.11,361.11,361.11,361.11,29.32,19.65,215.44,49.400000000000006,47.3,155,155,1
13292,2,249.57,329.37,289.47,578.94,24.96,60.239999999999995,318.93999999999994,44.550000000000004,130.25,38,284,5
13294,2,390.09,483.65,436.87,873.74,213.6,83.4,180.98999999999998,168.65,227.10000000000002,189,249,3
13295,1,201.20000000000002,201.20000000000002,201.20000000000002,201.20000000000002,103.50000000000001,0.0,64.8,0.0,32.9,359,359,3
13296,1,87.4,87.4,87.4,87.4,0.0,21.0,32.4,0.0,34.0,137,137,1
13297,4,94.56,1315.3799999999999,522.4625,2089.85,174.9,25.5,928.16,480.21,481.08,7,67,1
13298,1,360.0,360.0,360.0,360.0,0.0,0.0,0.0,360.0,0.0,1,1,1
13299,1,142.5,142.5,142.5,142.5,53.10000000000001,0.0,0.0,29.700000000000003,59.699999999999996,268,268,3
13300,1,365.29,365.29,365.29,365.29,77.0,41.04,164.54999999999998,59.7,23.0,169,169,3
13301,4,137.19,173.91,154.5225,618.09,98.87,81.46000000000001,213.56,122.05000000000001,102.15,103,292,5
13302,1,63.75,63.75,63.75,63.75,0.0,0.0,0.0,0.0,63.75,155,155,1
13304,1,300.42,300.42,300.42,300.42,88.80000000000001,61.919999999999995,42.5,58.50000000000001,48.7,351,351,3
13305,10,75.3,316.45,200.08599999999998,2000.86,245.92000000000002,568.4399999999999,438.3,84.15,664.05,4,372,5
13307,1,15.0,15.0,15.0,15.0,0.0,0.0,0.0,15.0,0.0,120,120,1
13308,3,284.68,799.15,456.57,1369.71,141.92000000000002,133.68,253.14999999999998,512.01,328.95,22,203,5
13309,5,155.93,390.71,291.358,1456.79,191.38000000000002,449.36,607.6,58.0,150.45,7,308,5
13310,3,297.78,396.92,361.21000000000004,1083.63,254.13000000000005,122.25999999999999,313.53999999999996,242.60000000000002,151.10000000000002,28,324,5
13311,2,108.46000000000001,490.11,299.285,598.57,129.8,30.45,153.56,181.21,103.55,4,150,1
13313,5,302.44,324.3,311.064,1555.3200000000002,935.6,92.72,343.7,183.3,0.0,22,339,5
13314,3,39.6,367.44,197.83666666666667,593.51,82.78,157.94,80.04,106.1,166.65,1,73,1
13316,4,683.58,1912.7,1433.2325,5732.93,1639.37,571.47,1330.71,2061.78,129.6,37,254,7
13317,6,32.25,947.2,356.82,2140.92,517.01,175.51999999999998,448.53999999999996,509.1,490.75,66,358,5
13318,3,150.84,302.96,213.58666666666667,640.76,128.88,63.239999999999995,130.14,166.6,151.9,1,37,1
13319,26,9.9,1855.99,411.52153846153846,10699.56,2512.5600000000004,477.70000000000005,2868.2,3312.0,1529.1,5,365,0
13320,4,165.4,536.05,368.79999999999995,1475.1999999999998,428.46000000000004,276.24,648.85,121.65,0.0,78,213,5
13321,2,259.04,308.32,283.68,567.36,60.36000000000001,61.199999999999996,362.4,0.0,83.4,72,86,1
13322,1,199.48000000000002,199.48000000000002,199.48000000000002,199.48000000000002,27.18,32.800000000000004,39.519999999999996,80.53,19.45,17,17,1
13323,5,97.7,274.8,157.57,787.85,0.0,0.0,0.0,787.85,0.0,3,84,1
13324,10,208.79999999999998,1783.24,707.28,7072.8,1019.4,1256.6399999999999,2314.36,398.4,2084.0,36,360,0
13325,1,675.3,675.3,675.3,675.3,204.0,21.0,36.3,281.0,133.0,81,81,1
13327,8,60.0,889.02,452.19625,3617.57,1981.3400000000001,167.6,338.15,592.45,538.03,38,365,5
13328,1,1308.48,1308.48,1308.48,1308.48,756.0,10.08,482.4,60.0,0.0,316,316,7
13329,2,255.59999999999997,484.79999999999995,370.19999999999993,740.3999999999999,52.38,63.30000000000001,310.67999999999995,118.44,195.59999999999997,31,366,5
13330,3,335.82,412.71,380.30999999999995,1140.9299999999998,298.7,82.76,606.62,29.700000000000003,123.15,92,315,5
13332,1,350.9,350.9,350.9,350.9,108.9,20.28,126.52,47.0,48.2,14,14,1
13334,3,793.73,1637.19,1167.44,3502.32,1406.44,302.13,710.5,637.95,445.3,82,305,7
13336,1,795.12,795.12,795.12,795.12,201.36,109.44,300.02,111.7,72.6,77,77,7
13338,1,432.82,432.82,432.82,432.82,47.10000000000001,76.92,49.8,17.15,241.85000000000002,157,157,1
13339,1,860.12,860.12,860.12,860.12,62.900000000000006,70.92,162.1,255.4,308.8,200,200,7
13340,7,482.8,3678.03,1533.782857142857,10736.48,2881.8500000000004,1084.24,2352.94,2653.65,1763.8,45,276,0
13341,1,775.85,775.85,775.85,775.85,101.4,41.4,206.39999999999998,221.65,205.0,260,260,3
13343,1,303.93,303.93,303.93,303.93,62.0,18.58,66.9,73.6,82.85,177,177,3
13344,3,322.08,1656.15,837.23,2511.69,534.12,122.24000000000001,649.9799999999999,278.45,926.9,67,277,5
13345,1,377.6,377.6,377.6,377.6,139.95000000000002,0.0,110.4,47.400000000000006,79.85,287,287,3
13347,1,341.36,341.36,341.36,341.36,0.0,0.0,291.36,0.0,50.0,70,70,1
13348,1,233.76,233.76,233.76,233.76,17.700000000000003,62.16,49.8,74.4,29.700000000000003,64,64,1
13349,1,247.32,247.32,247.32,247.32,23.4,81.52000000000001,92.4,0.0,50.0,10,10,1
13350,2,332.55,578.17,455.36,910.72,324.54,25.8,78.72999999999999,159.20000000000002,322.45000000000005,16,79,1
13351,1,373.94,373.94,373.94,373.94,99.04,0.0,47.4,112.05000000000001,115.45,66,66,1
13352,1,389.28,389.28,389.28,389.28,15.299999999999999,74.88,217.29999999999998,0.0,81.8,60,60,1
13354,1,743.53,743.53,743.53,743.53,104.76,176.6,312.18,118.64,31.35,71,71,1
13355,1,674.7,674.7,674.7,674.7,193.20000000000002,49.3,233.39999999999998,69.0,129.8,122,122,1
13356,1,768.24,768.24,768.24,768.24,88.12,77.92,143.2,221.5,237.5,80,80,7
13357,1,609.4,609.4,609.4,609.4,140.39,89.44,131.77,144.6,103.19999999999999,257,257,3
13358,1,439.03,439.03,439.03,439.03,56.4,61.059999999999995,76.22,79.2,166.15,268,268,3
13359,1,431.26,431.26,431.26,431.26,70.44000000000001,50.519999999999996,45.0,97.7,167.6,63,63,1
13362,4,747.85,812.7,771.3725000000001,3085.4900000000002,643.86,278.03,689.9499999999999,981.75,491.9,9,287,7
13363,2,388.68,603.82,496.25,992.5,253.38,165.84,271.98,140.75,160.55,17,43,1
13365,2,700.6,1490.62,1095.61,2191.22,373.53000000000003,295.41999999999996,686.8799999999999,288.49,546.9,33,217,7
13366,1,56.160000000000004,56.160000000000004,56.160000000000004,56.160000000000004,0.0,56.160000000000004,0.0,0.0,0.0,50,50,1
13368,2,35.400000000000006,588.0,311.7,623.4,90.9,70.8,147.6,69.35,244.75,256,337,3
13369,1,263.75,263.75,263.75,263.75,76.95,21.900000000000002,95.0,0.0,69.9,365,365,3
13370,1,721.32,721.32,721.32,721.32,131.65,43.669999999999995,230.4,109.15,206.45,371,371,3
13372,1,378.64,378.64,378.64,378.64,137.42000000000002,24.119999999999997,29.9,44.85,142.35,89,89,1
13373,3,987.7,1256.67,1104.0833333333333,3312.25,723.78,348.41999999999996,719.6,892.8,627.65,60,276,7
13375,1,772.9,772.9,772.9,772.9,212.0,59.76,205.54,152.70000000000002,142.9,88,88,7
13376,3,249.76,394.0,339.92,1019.76,191.5,80.26,382.1,102.9,263.0,99,234,5
13379,3,136.29,299.53,190.85333333333332,572.56,93.54,222.97,129.35,48.5,78.2,26,136,1
13381,6,416.11,709.74,604.4683333333334,3626.81,496.14,514.2,927.3199999999999,1142.85,546.3,31,298,5
13382,1,222.99,222.99,222.99,222.99,30.300000000000004,0.0,147.04,0.0,45.65,280,280,3
